level_0,address,address_norm,latitude,longitude,district,area,index
64051,"ул. Бакунинская, д. 1-3","улица бакунинская, д. 1-3",55.773581,37.678954,Басманный район,Центральный административный округ,59276.0
64052,"Пятницкое шоссе, д. 29, корп. 3, стр. 1","пятницкое шоссе, д. 29, корпус 3, стр 1",55.849671,37.361696,район Митино,Северо-Западный административный округ,59277.0
64053,"Мытищи, ул. Коминтерна, д. 24А, стр. 1","мытищи, улица коминтерна, д. 24а, стр 1",55.919256,37.777715,микрорайон Леонидовка,,59278.0
64054,"ул. Плющиха, д. 14","улица плющиха, д. 14",55.74445,37.578594,район Хамовники,Центральный административный округ,59279.0
64055,"ул. Павловская, д. 25, стр. 20","улица павловская, д. 25, стр 20",55.713202,37.628694,Даниловский район,Южный административный округ,59280.0
64056,"просп. Севастопольский, д. 24, корп. 1","пр-т севастопольский, д. 24, корпус 1",55.669412,37.58111,район Черёмушки,Юго-Западный административный округ,59281.0
64057,"Госпитальная площадь, д. 2","г. оспитальная площадь, д. 2",,,,,59282.0
64058,"Рязанский просп., д. 33","рязанский пр-т, д. 33",55.729645,37.750748,Нижегородский район,Юго-Восточный административный округ,59283.0
64059,"ул. Щепкина, д. 61/2","улица щепкина, д. 61/2",55.784759,37.628163,Мещанский район,Центральный административный округ,59284.0
64060,"ул. Краснобогатырская, д. 90, стр. 2","улица краснобогатырская, д. 90, стр 2",55.800428,37.710063,район Преображенское,Восточный административный округ,59285.0
64061,"ул. Инженерная, д. 3, стр. 1","улица инженерная, д. 3, стр 1",55.878379,37.580607,Алтуфьевский район,Северо-Восточный административный округ,59286.0
64062,"ул. Большая Полянка, д. 56, стр. 11","улица большая полянка, д. 56, стр 11",55.730872,37.621597,район Якиманка,Центральный административный округ,59287.0
64063,"шоссе Каширское, д. 56, корп. 1","шоссе каширское, д. 56, корпус 1",55.645547,37.670726,район Москворечье-Сабурово,Южный административный округ,59288.0
64064,"ул. Стартовая, д. 4","улица стартовая, д. 4",55.888008,37.703622,Лосиноостровский район,Северо-Восточный административный округ,59289.0
